,player_id,player_name
102,893255,Ben Burrows
103,20509,Danny Harrison
104,59584,Matthew Williams
105,792136,Brayden Shaw
106,846585,Chris Baker
107,871609,Charley Edge
108,975684,Rhys Abbruzzese
109,994508,John Gruffydd
110,54409,Mark Jones
111,219132,John Rushton
112,255507,Adam Davies
113,859940,Iddon Price
114,894499,Harri Horwood
115,993986,Samuel Hart
116,996901,Richie Ricketts
117,1007872,Ioan Emanuel
118,1069494,Cian Tudur Evans
119,1069635,Beau Cornish
120,1084094,Thomas Wright
121,23565,Ryan Pryce
122,20348,Simon Spender
123,54714,Nicky Palmer
124,105604,Jamie Crowther
125,346264,Kieran Smith
126,368152,Ben Maher
127,808815,John Danby
128,846600,Will Fuller
129,865439,Elliot Scotcher
130,909486,Sam Jones
131,946697,Telor Williams
132,994618,Joe Faux
133,1067859,Dawid Szczepaniak
134,47863,Kai Edwards
135,76452,Ashley Evans
136,188091,Miles John
137,591632,Kyle Patten
138,846640,Michael Jones
139,1067856,Harry Brazel
140,1082459,Jac Davies
141,1082460,Thomas Craig Davies
142,1082463,Lewis Clutton
143,869826,Owain Jones
144,38806,Danny Holmes
145,144681,Daniel Redmond
146,808763,Jack Rimmer
147,125684,Luke Cummings
148,846582,Bradley Woolridge
149,884796,Danny Brookwell
150,893214,Callum Sainty
151,940977,Sam Phillips
152,945301,Alex Lang
153,31818,Wes Baynes
154,909671,Aaron Jones
155,993974,Thomas Reilly
156,993985,Joseph Palmer
157,1020853,Lewis Rees
158,1066895,Llyr Morris
159,1069492,Jonathan Anderson
160,1084093,Matthew Turner
161,879367,Callum Roberts
162,54388,Les Davies
163,99558,Connor Roberts
164,591680,Clayton Green
165,59394,Steff Edwards
166,310596,Steven Hall
167,847221,Liam Black
168,992668,Billy Borge
169,1067857,Ben Barratt
170,1069493,Asa Hamilton
171,1069539,Josh Green
172,46658,Jamie Mullan
173,135244,Theo Wharton
174,46694,James Owen
175,353612,Liam Davies
176,546802,Niall Flint
177,595052,Jonny Spittle
178,865639,Rhydian Morgan
179,1082462,Ismail Yakubu
180,219092,Anthony Stephens
181,317167,James O'Neill
182,591692,Rob Hughes
183,770561,Aaron Simpson
184,830891,Louis Malandjou
185,992663,Daniel Summerfield
186,993977,Joseph Evans
187,1067858,Jacob Wise
188,1067897,Kurtis David Rees
189,1068802,Harry Warwick
190,1069505,Jack Britton
191,1082438,Ben Nash
192,188079,Jordan Evans
193,891866,George Hughes
194,885087,Tom Holland
195,156620,Alex Ramsay
196,47865,Chris Marriott
197,59409,Craig Williams
198,65757,Ashley Morris
199,846590,Charlie Corsby
200,846595,Kyle McCarthy
201,881877,Josh Tibbetts
202,945555,Ryan Williams
203,253949,Scott Tancock
204,808790,Kieran Lewis
205,848974,Jake Phillips
206,884777,Joe Williams
207,993979,Sean McAllister
208,1013340,Alaric Jones
209,1067898,Cameron Keetch
210,1068651,Gwion Owen
211,1068804,Connor William Davies
212,1069305,Daniel Davies
213,16487,Antony Kay
214,884783,Jamie Breese
215,59397,David Jones
216,365300,Lewis Brass
217,931741,Oliver Shannon
218,993353,Lassana Mendes
219,993980,Jack Kelly
220,1068879,Curtis Jemmett Hutson
221,1069491,Aron Williams
222,846611,Henry Jones
223,76455,Mike Lewis
224,808184,Ricky Watts
225,893211,Chris Hugh
226,911246,Evan Press
227,859218,Luke Cooper
228,1067896,Corey John Shephard
229,1067899,Marcus James Griffiths
230,1068878,Michael George
231,735,Paul Harrison
235,592598,Luke Bowen
236,981187,Jamie Insall
245,107076,Andrew Owens
246,218416,Michael Bakare
252,78663,Kurtis Byrne
255,992665,Daniel Griffiths
256,76482,Liam Thomas
257,992662,Curtis Jemmett-Hutson
258,1019100,Alhagi Sisay
260,144567,Ian Sheridan
263,846597,Jordan Lam
264,993975,Ramirez Howarth
269,903136,Niall Watson
271,170089,Stuart Jones
272,993989,Oliver Lanceley
273,291219,Alec Mudimu
274,1001073,George Peers
276,582204,Billy Whitehouse
277,99861,Kristian Platt
278,59108,Geoff Kellaway
279,860695,Momodou Touray
283,945298,George Harry
284,1001472,Lifumpa Mwandwe
287,867614,Joe Kenton
290,108609,Jonathan Hood
294,170063,Luke Boundford
295,910752,Reffell
299,59447,Drew Fahiya
300,893268,Joe Phillips
301,552872,Alex Fletcher
305,786238,Jordan Knott
308,76453,Matthew Harris
314,582184,Callum Saunders
315,987831,Adam Hughes
316,1019046,Kalilo Djalo Embalo
317,810618,Kieran Howard
318,377212,Ryan Wignall
320,1004104,Liam Williams
321,846427,Ryan Wollacott
322,992671,Keenan Pattern
324,350156,Ryan Kershaw
325,591598,Michael Pritchard
327,995364,Sion Spence
328,105666,Jack Compton
329,259723,Ryan Edwards
330,995361,Adam Hughes
332,992667,Luke Borrelli
335,964606,Dion Phillips
339,845748,Josh Bull
340,97909,Sam Barnes
344,921884,Curtis Strong
346,828198,Dave Vincent
348,255491,Declan Carroll
351,73932,Joel Edwards
353,20129,Neil Ashton
361,19880,Owain Warlow
365,255421,Ryan Edwards
367,994620,Morgan Daykin
368,59297,Terry McCormick
369,890087,Troy Greening
370,945569,Eric Green
372,993973,Kwaku Ofori
373,1001349,Sam Williams
374,76353,Craig Hanford
375,945557,James Parry
376,992658,Ben Birch
377,992674,Paul Phipps
378,993981,Khamrhan Steventon
379,993983,Tom Windsor
380,995837,Alun Morris
381,997585,Sam McCormick
382,998508,Jack Pascoe
383,999634,Brad Borge
384,999635,Aled Williams
385,1006826,Mark Strong
386,1009165,Lathan Garrett
387,1009304,Jaden Jones
388,1014735,Alex Brookes-Bent
389,1023110,Daniel Edwards
390,808690,Porya Ahmadi
391,893505,Arek Piskorski
392,844767,Oliver Byrne
394,851091,Tom Fry
395,346394,Tom Goodwin
397,966040,Matt Clubb
398,924462,Craig Rogers
399,993990,Harvey Ellis
400,996719,Thomas Stephens
402,1010700,Ellis Hickey
403,1012426,Adam Carpenter
404,1019080,Cameron Berry
405,993978,David Thomas
406,993987,Walid Gharbaoui
407,73740,David Thompson
408,152389,Pavel Pinto Vieira
409,994512,Anthony Pennock
410,1014597,Ilan Hughes
411,1016003,Noah Daley
412,1016004,Adam Robbins
413,810933,Gwion Howell
415,939658,Robbie Patten
416,940738,Kane Lewis
419,1006791,Mabon Evans
421,294581,Jay Denny
422,539252,Dean Rittenberg
423,995839,Ibrahima Pape Diakite
424,998509,Cairan Smith
426,993984,Lewis Rocke
427,219096,Matty Owen
428,20709,Michael Pearson
433,13216,Evan Horwood
435,997587,Lee Payne
438,994623,Lewis Hall
440,21928,Shaun Kelly
446,598944,Shaun Cavanagh
448,945303,Jay Woodford
450,31917,Nathan Woolfe
452,987236,George Ratcliffe
453,846598,Dan Spencer
455,993976,Edmilson Vaz
456,997586,Brady McGilloway
457,997658,Phil Mooney
458,59023,Dave Roberts
460,376374,Ceri Morgan
461,867808,Eli Phipps
463,948269,James Hooper
464,995362,Tom Price
465,940737,Joash Nembhard
467,893215,Curtis Watkins
469,994513,Joshua Tibbetts
470,992661,Kinsella Cullen
471,46155,Lee Molyneux
473,993988,Matthew Sargent
476,242581,Gareth Edwards
477,846610,Alex Boss
481,54413,Stuart Jones
482,945560,Chris Jones
485,174575,Lewis Harling
486,992660,Rhys Wilson
490,171463,Stephen Tomassen
495,992670,Michael George
497,808824,Greg Walters
499,59281,Lee Idzi
500,890080,James Saddler
501,929722,Jordan Vickers
503,263495,Emlyn Lewis
508,59490,Lee Surman
514,770203,Nathan Burke
518,253777,Steven Tames
519,846587,Adam Roscrow
535,94755,James Loveridge
547,867617,Alun Webb
551,59197,Ashley Ruane
554,137713,Declan Walker
556,592604,Jack Kenny
570,20172,Gary Taylor-Fletcher
571,810548,Joe Clarke
573,59473,Michael Parker
585,787529,Yalany Baio
586,945558,Kurtis March
588,54564,Mark Connelly
589,901289,Tim Parker
591,49235,Adam Barton
592,876752,Rhys Thomas
593,54371,Christian Seargeant
594,846654,Fisnik Hajdari
598,939568,Sean Hanbury
610,976859,Andy Hill
611,855952,Alfons Fosu-Mensah
612,945563,Carlos Indja
613,951493,Lenny Evans
614,975577,Joe Hunt
617,59336,Lee Bevan
618,808752,Jordan Follows
619,945568,Tristain Jenkins
620,939550,Steve Thomas
621,169939,Toby Jones
622,311222,Danny Hughes
623,884797,Keighan Jones
625,945570,Marcus Jones
627,219928,Jamie McDaid
630,59162,John Owen
631,973296,Jack Tomas Bodenham
634,19526,Laurence Wilson
636,363308,Ben Bailey
637,830287,Ethan Jones
640,902670,Macauley Southam
662,954765,Daniel Alfie
663,346342,Kris Thomas
664,893506,Daniel Evans
665,805285,Oliver Davies
667,975685,Harry Cottam
668,18580,Ryan Valentine
669,59480,Alec Williams
670,77884,Adam Hesp
672,953723,Dion Owen
673,962682,Michael George
675,860272,Harry Daubney
677,925090,Adam Walters
678,938725,Virgil Moutaud
679,947489,Joe Edwards
680,954760,Carwyn Morgan
681,945468,Moussa Samassa
683,896183,Joel Thompson
684,903139,Josh Hmami
688,346400,Nick Bould
689,871591,Mart Swindlehurst
690,951700,Max Manson
691,951701,Brad Flay
692,975680,Carwyn Jones
694,240876,Esa Aalto
695,54411,Craig Jones
697,598946,Keighan Jones
698,925018,Alun Morris
699,926220,Dwayne Coultress
701,591702,Jack Perry
702,904440,Niall Coleridge
704,945294,Leigh Jenkins
706,846464,Jake Cook
708,829236,Nashawn Blake
711,884779,Clive Williams
713,82605,Ross Stephens
715,893254,Ilan Ap Gareth
716,890066,Lewis Cosslett
721,846589,Ben Bowler
722,893367,Tyrrelle Webbe
723,957163,Lewis Baldwin
728,920751,Aidan O'Kelly
729,591708,Rob Pearson
730,884781,Kevin Roberts
732,939563,Ben Cabango
734,20099,Alan Goodall
736,893160,Louis Gerrard
737,945300,Matt Neale
742,309800,Anthony Miley
744,805607,Rhys Roberts
772,815146,Danny Gossett
793,808759,Danny Shaw
794,845556,Luke Wall
796,76614,Wes Fletcher
799,240500,Craig Hobson
814,255335,Sam Hart
815,138174,Kevin Kauber
817,867613,Liam Griffiths
824,859524,George Harry
829,849789,James Demetriou
831,123204,Connell Rawlinson
834,255331,Ryan Wade
843,894497,Ashley Young
844,929012,Jay Gibbs
845,59467,Jack Lewis
848,810944,Jack Higgins
849,808760,Lee Thomas
852,902344,Melford Simpson
857,893213,Ryan Newman
859,20317,Alex Darlington
860,808761,Lewis Buckley
861,54441,John McKenna
869,864425,Ryan Sears
872,846632,Oliver Buckley
873,924046,Yves Zama
874,889818,Anderson Cayola
875,893311,Damien Ketley
876,792510,Reece Fairhurst
877,372252,James Stead
878,362376,Myles Hart
879,96506,Danny Taylor
880,20332,Mike Williams
882,839266,Tom Dix
884,255337,Zyaac Edwards
885,893371,Mathias Bakare
888,140066,Lewis Short
889,147097,Jamie Price
891,899110,Ryan Leak
892,920752,Tom Owens
893,893228,Kyle Williams
895,893429,Liam Walsh
914,879750,Malcolm Melvin
927,24001,Tom Kemp
929,841819,Jacob Farley
930,872305,Will Evens
931,893258,Jojo Harries
932,893395,Aaron James
934,927684,Luke Davidson
935,839065,Josh Jones
936,898864,John Oyenuga
937,922156,Chris Craven
938,128930,Leon Clowes
941,54562,Craig Williams
943,846641,Kyle Parle
947,894498,John Culshaw
949,920617,Lewis Thomas
952,283969,Jordan Barrow
953,893212,Tj Nagi
954,893224,Tyler Brock
955,259129,Ian Kearney
956,824605,Stuart Cook
957,846591,Harry Hope
959,914156,Hyuga Tanner
960,924025,Kurt Sherlock
961,592592,Ellis Healing
963,893660,Joe Massaro
964,82690,Cledan Davies
969,846594,Aaron James
971,890086,Ryan Evans
972,44602,Steven Saunders
974,20164,Damien Allen
976,823562,Robert Parry
977,281167,Will Bell
981,890089,Sam Jones
983,19872,Paul Morgan
984,847977,Matthew Eckersley
987,903939,Kyle Bassett
989,808735,James Murphy
992,38285,Joe Heath
994,901301,Jolyon Harries
997,123694,Andrai Jones
999,846583,Josh Barnett
1000,32054,Glenn Rule
1001,257525,Lee Owens
1008,73432,Daniel Sheehan
1020,59494,Chris Mullock
1022,219040,Jason Oswell
1026,16492,Daniel Nardiello
1032,126471,Tony Gray
1033,773517,Lee Hunt
1037,170445,Scott Quigley
1040,354648,Alex Jones
1042,20000,Gary Roberts
1059,591688,Aaron Bowen
1071,311218,Steve Lewis
1082,862152,Liam O'Neill
1089,219032,Stefan Halewood
1090,808880,Leo Riley
1093,808876,James Joyce
1095,59476,Shelton Payne
1099,830269,Kevin Monteiro
1100,552540,Adam Eden
1101,240958,Tom Field
1104,126369,Matty McGinn
1105,346344,Kyle Bassett
1106,73681,Ryan Fraughan
1107,170069,Steve Blenkinsop
1108,59579,Luke Sherbon
1116,609652,Ryan Edwards
1117,59404,Shane Sutton
1120,870229,Josh Davies
1121,848065,Jordan Davies
1122,54379,Sion Edwards
1126,877874,Sion Ewart
1128,47864,Obi Anoruo
1129,787371,James Jones
1133,870226,Reece Deakin
1134,846580,Isaac Philpot
1140,846617,Matthew Thomas
1141,59110,Matthew Cook
1143,848301,Blake Davies
1144,222126,Andrew Jones
1146,808836,John Irving
1147,54549,Phil Baker
1152,808818,Bailey Jackson
1154,32128,Conall Murtagh
1162,808734,Dwaine Bailey
1163,812790,Corey Roper
1171,869799,Joel Darlington
1172,841818,Tom Matthews
1173,846608,Chris Willis
1174,857484,Aron Hughes Jones
1175,860811,Theodorakis Chrisokhou
1177,874640,Sam Ashworth
1178,54759,Neil Smothers
1179,846620,Luke James-Raymond
1180,857588,Reece Hewitt
1181,860274,Josh Crowl
1182,865734,Filippo Casaretto
1183,867459,Ryan Goldston
1184,876090,TJ Moseley
1185,255271,Tony Davies
1187,794011,Andrew Wycherley
1191,850026,Josh Malden
1192,296510,Connor Roberts-Nurse
1194,856034,Tommy Cooney
1196,372246,Lee Healey
1197,557530,Joe Williams
1198,847133,Rhodri Cole
1199,848062,Rhys Jones
1200,876088,Jordan Ellis
1202,876018,Joshua Jones
1203,59413,Gavin Cadwallader
1205,808741,Chris Rimmer
1206,808746,Jack Steven Hughes
1207,857592,Daniel Lloyd
1210,847225,Dominic Doherty
1211,845749,Lewis Coyle
1212,187991,Alex Lynch
1215,851919,Matt Taylor
1217,144228,Shaun Pearson
1220,846426,Dominic Richards
1221,815144,Zebb Edwards
1222,140956,Gareth Partridge
1223,351440,Jordan Wells
1225,846655,Jordan Harper
1229,10331,Paul Connolly
1230,842247,Joe Newton
1232,20333,Mark Jones
1238,848976,Tom Mathews
1240,95706,Daniel Alfei
1241,846592,Joel Letori
1243,826603,Jake Hulley
1246,59283,Ashley Williams
1251,846465,Ryan Neild
1256,808823,Sam Rodon
1280,808687,Connor Bell
1296,59488,Martin Rose
1299,54394,Rhys Griffiths
1302,255329,Chris Budrys
1310,829222,Zac Corbett
1311,808695,Michael Elstone
1312,219790,Derek Taylor
1315,59327,Chris Jones
1325,198026,Sean Evans
1332,19515,Paul Linwood
1333,830200,Marley Bishop-Wisdom
1338,606856,Ibou Touray
1342,20349,Steve Evans
1349,609620,Luke Prosser
1352,591608,Sean Miller
1359,836064,Luke Wandless
1361,77972,Jason Bertorelli
1362,808812,Joseph Jones
1364,808751,Steffan Williams
1365,9698,Stephen Wright
1366,20289,Dean Keates
1368,20330,Levi Mackin
1369,808748,Spencer Williams
1370,808733,Matthew Long
1373,226568,Adam Cummins
1376,172831,Stephen Brown
1377,546822,Liam Blake
1380,830204,Scott Ryan
1382,255503,Jeff White
1384,99972,Wayne Riley
1385,19504,David Artell
1386,54726,Sasha Walters
1402,591610,Ben Nash
1404,112825,Chris Doran
1406,754744,Kieran Gaul
1407,787925,George Deniz
1408,808807,Thomas Jones
1409,808819,Charles Short
1410,812791,Callum Terrell
1411,54800,David Wyn Thomas
1413,367160,Jack Riley
1414,808742,Michael Wilson
1415,814227,Liam Smith
1416,59396,Ricky Evans
1418,783284,Thomas Bibby
1419,910205,Chris Churchman
1420,82665,Ryan Batley
1421,54552,Robbie Williams
1426,789720,Glen Fearn
1429,831502,Paulo Mendes
1430,603750,Jack Chambers
1432,310574,Matthew Hearsey
1434,786137,Craig Harris
1436,59436,Mark Griffiths
1438,19974,Jamie Tolley
1441,814228,Liam Jaques
1448,19953,Kevin McIntyre
1454,54406,Antonio Corbisiero
1457,59078,Sion James
1460,86524,James Coates
1491,59463,Liam McCreesh
1492,20033,Andy Parkinson
1495,170025,Cortez Belle
1502,591600,Jordan Davies
1505,255293,Gary O'Toole
1509,157145,Tom Donegan
1511,125703,Chris Hartland
1518,592522,Keiren Lewis
1520,222820,Sam Finley
1527,591690,Liam Dawson
1528,73422,Chad Bond
1529,788940,Apai Ukuno
1531,78288,David Brooks
1542,788758,Lee Beattie
1543,787364,Liam Caddick
1544,30732,Paul McManus
1545,54375,Ashley Stott
1546,54376,Michael Walsh
1547,76466,Corey Thomas
1548,591596,Ross Weaver
1551,107079,Russell Courtney
1553,257529,Chris Rowntree
1555,9961,Kenny Lunt
1567,76456,Carl Evans
1568,107957,Rob Jones
1570,346410,Keyon Reffel
1571,219874,Dave Forbes
1578,59446,David Hayes
1580,339593,Danny Griffiths
1581,197386,Jamie Rainford
1584,59512,Luke Holden
1585,787368,Chris Ham
1586,787917,David Forbes
1587,283959,Jack Laird
1589,591710,James Kelly
1590,787916,Robert Jones
1598,219822,Paul Fowler
1602,59425,Chris Davies
1603,311220,Liam Benson
1604,82657,Jack Cudworth
1605,59105,Bari Morgan
1606,76363,Steve Fisher
1607,136004,Michael Roddy
1608,604028,Hywel Llyr
1609,59320,Craig Vernon
1611,286191,Thomas Atyeo
1612,786245,Chris Whittaker
1613,787508,Cai Parry
1614,54443,Scott Ruscoe
1619,59282,Craig Jones
1620,138764,Ibrahim Farah
1621,591292,Oscar Durnin
1622,591712,Wade Muscart
1623,788939,Sam Cook
1624,218484,James Colbeck
1625,257225,Ryan Wyn Jones
1626,553482,Sean Cookson
1628,785972,Greg Patrick-Mills
1630,571974,Phil Draper
1632,215262,Rhydian Davies
1633,591698,David Easthope
1636,59273,Phil Doran
1637,38808,Chris King
1638,59267,Peter Doran
1639,170073,Ashley Wells
1641,591238,Chris Lynskey
1643,188081,Jake Eyre
1644,591674,Taylor Harding
1647,591250,Liam Randles
1648,95612,Moses Barnett
1650,591700,Alex Hughes
1651,789992,Max Penk
1652,343697,Tom Shaw
1655,606206,Anthony Stanton
1656,54368,Peter Hoy
1659,110146,John Dillon
1660,121624,Alan Bull
1661,591240,Mark Beech
1667,144053,Marcus Giglio
1673,94971,Jonathan Breeze
1674,42067,Bruno Fernandes
1677,20434,Mark McGregor
1692,305254,Christian Doidge
1714,82709,Jamie Petrie
1725,137846,Zac Evans
1726,9963,Steve Jones
1739,126493,Chris Simm
1741,47862,Steve Abbott
1745,219038,Paul Mooney
1751,27462,Guillem Bauza
1753,76475,Scott McCoubrey
1754,54433,Gareth Wilson
1755,125588,Gethin Jones
1756,19512,Sean Hessey
1759,188441,Alex Gammond
1765,54422,Jordan Follows
1769,9669,Matty Collins
1777,370656,Greg Hurley
1780,172913,Rhys Lewis
1781,305262,Corey Jones
1783,372248,Gerwyn Jones
1784,489158,Connor Harris
1786,217828,Samuel Hodge
1789,59443,Leigh De Vulgt
1790,140164,Carlos Roca
1794,76461,Ian Hillier
1795,219030,Matt Woodward
1796,54399,Gregory Stones
1797,346364,Jonathan Bathurst
1798,59567,Tom Roberts
1800,59453,Lee John
1807,54572,Tim Hicks
1809,288737,Jamie Butler
1811,353654,Aaron Hassell
1812,726,Ritchie Partridge
1813,377218,Lee McArdle
1814,20076,Sean Thornton
1815,47308,Michael Burns
1816,242591,Mark Smyth
1821,125798,Chris Mason
1822,59139,Stuart Fraser
1824,125675,Lewis Codling
1827,169947,Krzysztof Nalborski
1830,59276,Daniel Forde
1831,19959,Dave Morley
1839,59479,Gareth Phillips
1840,273233,Abe Dobson
1841,107306,Aaron Lemon
1842,255313,Aaron Simms
1843,322471,Ed Powl-Jones
1844,351438,Josh Williams
1845,544080,Fisnik Hadjari
1846,73434,Casey Thomas
1848,346396,Nathan Hodge
1849,365818,Lee Emberton
1851,87651,James Bloom
1852,317523,Luke Douglas
1853,59500,Nicky Ward
1854,174751,Lee Jones
1855,346350,Alex Chrysanthou
1856,369692,Tom Williams
1858,219146,Shaun Tinsley
1859,286967,Jamie Wynne
1860,46576,Lee Fowler
1861,147043,Michael Jukes
1863,334509,Edwin Renaud
1865,219138,Michael Robinson
1866,308748,Tyrell Louke Webbe
1867,376378,Daniel Collins
1868,219242,Danny Dobbins
1869,255279,Ian Edmunds
1870,82650,Corey Jenkins
1871,19507,Phil Bolland
1872,59233,Craig Hughes
1879,372782,Lance Jones
1884,107961,Callum Wright
1886,198058,Simon Everall
1888,215242,Ben Collins
1889,54786,Danny Desormeaux
1898,17011,Steven Cann
1903,265573,Ahmet Arslan
1904,142817,Laurynas Kulikas
1905,254007,Patrick Hobsch
1906,974196,Mamoudou Karamoko
1907,945805,Tim van de Schepop
1908,193916,Yannik Jaeschke
1909,28273,Alexander Neumann
1910,949448,Kebba Badjie
1911,873554,Omar Marmoush
1912,990022,John Iredale
1913,789710,Enis Bytyqi
1914,553644,Thorben Deters
1915,5008,Addy-Waku Menga
1916,987428,Luc Ihorst
1917,941609,Tobias Fagerstrom
1918,990723,Nico von der Reith
1919,964736,David Philipp
1920,789711,Pascal Steinwender
1921,142778,Marco Schultz
1922,843132,Julian Justvan
1923,888730,Julius Alt
1924,941564,Yannik Möker
1925,340281,Kifuta
1926,168975,Yannick Deichmann
1927,142488,Nick Brisevac
1928,886022,Valdrin Mustafa
1929,940947,Jonas Seidel
1930,72262,Nicolas Hebisch
1931,990023,Moussa Doumbouya
1932,899284,Robin Meißner
1933,147909,Deniz Cicek
1934,990205,Can Duzel
1935,38648,Tim Wulff
1936,126662,Tommy Grupe
1937,84398,Tomislav Ivičić
1938,934530,Julian Ulbricht
1939,941561,Jannis Heuer
1940,280727,Casper Olesen
1941,939690,Bennet van den Berg
1942,96658,Michele Claudio Rizzi
1943,844622,Yannik Nuxoll
1944,998263,Bocar Djumo
1945,126643,Dominic Hartmann
1946,945321,Thilo Topken
1947,823958,Kamer Krasniqi
1948,939734,Johann von Knebel
1949,253477,Torge Paetow
1950,990107,Jan Wansiedler
1951,879802,John Yeboah
1952,568446,Cemal Sezer
1953,271843,Fabian Istefo
1954,993230,Yannick Bahls
1955,274761,Jan Lüneberg
1956,38630,Tim Siedschlag
1957,939742,Jakob Lewald
1958,578178,Noah Plume
1959,851107,Tom Baller
1960,363144,Angelos Argyris
1961,801234,Ibrahim Temin
1962,844376,Torben Engelking
1963,990110,Jonah Gieseler
1964,800583,Niklas Kiene
1965,906278,Josha Vagnoman
1966,934231,Xavier Amaechi
1967,823678,Mats Facklam
1968,164967,Jordan Brown
1969,877846,Charles-Jesaja Herrmann
1970,888863,Marcel Luck
1971,990097,Moritz Seiffert
1972,939611,Nikita Marusenko
1973,990104,Ogechika Heil
1974,991260,Nikky Goguadze
1975,229726,Bjorn Masur
1976,855637,Nathaniel Amamoo
1977,140981,Jeffrey Volkmer
1978,881918,Bujar Sejdija
1979,132587,Erdogan Pini
1980,310990,Josip Tomic
1981,777307,Hamajak Bojadgian
1982,113425,Evans Nyarko
1983,976872,Shamsu Mansaray
1984,163759,Marcel Andrijanic
1985,886990,Khaled Mohssen
1986,921560,Julius Langfeld
1987,939677,Maximilian Geissen
1988,933832,Mert Kuyucu
1989,281243,Tomek Pauer
1990,164591,Niklas Tasky
1991,250353,Nils Bruning
1992,39726,Florian Riedel
1993,889615,Almir Ziga
1994,838296,Christian Stark
1995,803068,Michael Kobert
1996,159731,Shaun Minns
1997,990753,Gurkan Oney
1998,48022,Daniel Ginczek
1999,872274,Kevin Lankford
2000,794979,Ismail Azzaoui
2001,925821,Ryoya Ito
2002,991733,Dominik Marx
2003,886132,Moritz Kwarteng
2004,502,Christian Schulz
2005,279023,Marco Schuhmann
2006,995405,Ridel Monteiro
2007,857915,Jakub Bednarczyk
2008,911679,Ilia Gruev
2009,800999,Jannes Elfers
2010,889619,Keven Oltmer
2011,16678,Daniel Halke
2012,132580,Jonas Sonnenberg
2013,886451,Dario Kovačić
2014,944382,Tobias Fleckstein
2015,831413,Fouley
2016,896225,Alexander Vojtenko
2017,990116,Marvin Wolf
2018,990721,Daniel Eidtner
2019,946396,Benjamin Hadžić
2020,126550,Fabian Graudenz
2021,169177,William Wachowski
2022,922757,Azat Selcuk
2023,889861,Anton Stach
2024,882005,Christian Viet
2025,987444,Jannes Wulff
2026,990090,Tobias Hass
2027,939676,Marco Drawz
2028,16183,Ferhat Bikmaz
2029,38635,Christian Jürgensen
2030,990208,Fred MC Mensah Quarshie
2031,990751,Leon Damer
2032,67116,Kevin Samide
2033,940951,Felix Niebergall
2034,40169,Martin Wagner
2035,795777,Marian Kunze
2036,886166,Luca Horn
2037,906612,Finn Zeugner
2038,799211,Ryan Malone
2039,794643,Seung-Won Lee
2040,149607,Sven Mende
2041,940945,Tjorve Mohr
2042,882019,Florent Muslija
2043,921032,Benjamin Goller
2044,313264,Henk Veerman
